poke,teammate,val
Ninetales,Pinsir,-0.002249215503875968
Ninetales,Articuno,-0.016366870542635657
Ninetales,Haunter,0.008425906976744186
Ninetales,Wartortle,0.004533153488372093
Ninetales,Starmie,-0.1858548612403101
Ninetales,Hypno,-0.014383046511627907
Ninetales,Marowak,0.027839420930232558
Ninetales,Venusaur,0.10222204961240311
Ninetales,Alakazam,-0.18588423410852717
Ninetales,Tentacruel,-0.004530846511627907
Ninetales,Weezing,-0.002232431007751939
Ninetales,Clefable,0.01552412093023256
Ninetales,Golbat,0.010757991472868218
Ninetales,Pikachu,-0.020277662015503878
Ninetales,Seaking,0.001494684496124031
Ninetales,Kangaskhan,-0.0006873930232558137
Ninetales,Jolteon,-0.022807164341085286
Ninetales,Gyarados,-0.017925332558139533
Ninetales,Charizard,-0.08149657364341086
Ninetales,Chansey,-0.38452591472868214
Ninetales,Blastoise,0.02998584031007752
Ninetales,Muk,-0.0038580310077519376
Ninetales,Golduck,0.03176458992248062
Ninetales,empty,0.0
Ninetales,Dugtrio,0.005324813953488374
Ninetales,Parasect,0.0008553379844961237
Ninetales,Snorlax,-0.39010804573643404
Ninetales,Kadabra,0.0008710689922480626
Ninetales,Mr. Mime,0.004500737984496124
Ninetales,Onix,0.01318972945736434
Ninetales,Lapras,-0.006780479844961259
Ninetales,Porygon,0.017886313953488372
Ninetales,Nidoqueen,0.01576926744186047
Ninetales,Electrode,-0.02011192403100776
Ninetales,Vaporeon,0.006014413953488371
Ninetales,Beedrill,-0.00619011550387597
Ninetales,Flareon,0.013617398449612402
Ninetales,Cubone,0.0036296689922480623
Ninetales,Golem,0.03180360852713179
Ninetales,Poliwrath,-0.001639024031007755
Ninetales,Nidoking,-0.006791179069767445
Ninetales,Electabuzz,-0.010081715503875969
Ninetales,Farfetch'd,0.003744953488372093
Ninetales,Dragonair,0.003170637984496124
Ninetales,Machamp,0.03224501937984496
Ninetales,Krabby,0.003334068992248062
Ninetales,Rapidash,0.01184294496124031
Ninetales,Magmar,0.007194406976744186
Ninetales,Meowth,0.002792268992248062
Ninetales,Raichu,0.1577619015503876
Ninetales,Tauros,-0.35506204728682167
Ninetales,Persian,-0.029489462015503877
Ninetales,Pidgeot,0.046188226356589146
Ninetales,Slowbro,0.07570853255813954
Ninetales,Zapdos,-0.1240780007751938
Ninetales,Hitmonlee,0.00453661395348837
Ninetales,Magneton,0.03146908992248062
Ninetales,Venomoth,0.0048623224806201544
Ninetales,Weepinbell,0.007407137984496124
Ninetales,Seadra,0.01921641395348837
Ninetales,Rhydon,-0.10311640620155038
Ninetales,Omastar,0.004024922480620155
Ninetales,Arcanine,-0.007858094573643408
Ninetales,Kabutops,-0.0023141465116279076
Ninetales,Victreebel,-0.02190441550387597
Ninetales,Butterfree,0.019791882945736434
Arbok,Charizard,0.10197041379310344
Arbok,Exeggutor,-0.29999999655172416
Arbok,Kadabra,0.010788203448275862
Arbok,Ninetales,0.025221662068965523
Arbok,Nidoqueen,-0.006403948275862069
Arbok,Blastoise,0.01088666896551724
Arbok,Seadra,0.04423646206896552
Arbok,Lickitung,0.17586204482758622
Arbok,Flareon,0.022906358620689654
Arbok,Lapras,-0.1102955827586207
Arbok,Vileplume,0.014433455172413793
Arbok,Porygon,0.0015270517241379308
Arbok,Abra,0.006453251724137931
Arbok,Electrode,-0.01492614482758621
Arbok,Vaporeon,-0.0034482965517241377
Arbok,Beedrill,0.026354658620689655
Arbok,Slowbro,-0.1038423896551724
Arbok,Dragonite,-0.03133002068965515
Arbok,Omastar,0.021921206896551724
Arbok,Onix,0.012561555172413792
Arbok,Hitmonchan,0.021527106896551726
Arbok,Kingler,0.04901481379310345
Arbok,Poliwrath,-0.0033497965517241394
Arbok,Sandslash,-0.0005418482758620688
Arbok,Cloyster,-0.0013300724137931164
Arbok,Scyther,0.023201958620689654
Arbok,Aerodactyl,-0.00044334482758620944
Arbok,Moltres,-0.008965496551724144
Arbok,Jynx,-0.10916254482758622
Arbok,Dewgong,0.14078818620689657
Arbok,Machamp,0.013546810344827588
Arbok,Dragonair,0.016108355172413793
Arbok,Raticate,0.030394058620689657
Arbok,Dodrio,0.012561558620689653
Arbok,Krabby,0.006354651724137931
Arbok,Rapidash,0.033842410344827586
Arbok,Gengar,-0.1899999655172414
Arbok,Pinsir,0.016502455172413794
Arbok,Nidoking,0.006600962068965519
Arbok,Ditto,0.0013793034482758623
Arbok,Golduck,0.006798003448275861
Arbok,Articuno,-0.010098493103448278
Arbok,Haunter,0.03817731034482758
Arbok,Starmie,-0.2784236931034483
Arbok,Hypno,-0.013300448275862069
Arbok,Marowak,0.04123156206896552
Arbok,Venusaur,0.03256153103448276
Arbok,Alakazam,-0.3522167655172414
Arbok,Tentacruel,0.0034483034482758615
Arbok,Weezing,0.0835467724137931
Arbok,Raichu,0.14674880344827587
Arbok,Golem,-0.0942856724137931
Arbok,Magmar,0.030049258620689655
Arbok,Pikachu,-0.000443393103448276
Arbok,Tauros,-0.42261083103448277
Arbok,Fearow,0.025073906896551725
Arbok,Persian,0.03862066896551724
Arbok,Jolteon,-0.09679807586206898
Arbok,Pidgeot,0.036551765517241375
Arbok,Dugtrio,-0.011034448275862068
Arbok,Hitmonlee,-0.004926096551724139
Arbok,Kangaskhan,0.008374355172413793
Arbok,Gyarados,-0.005615789655172415
Arbok,Meowth,0.040295610344827586
Arbok,Chansey,-0.36093596551724133
Arbok,Venomoth,0.002068951724137931
Arbok,Parasect,0.10344822758620689
Arbok,Muk,0.03364531034482759
Arbok,Magneton,-0.0003940482758620689
Arbok,Rhydon,0.023694606896551708
Arbok,Clefable,-0.012463048275862068
Arbok,Growlithe,0.013251203448275862
Arbok,Golbat,0.059261065517241376
Arbok,empty,0.0
Arbok,Arcanine,0.0035960620689655196
Arbok,Zapdos,-0.19270938275862065
Arbok,Snorlax,-0.41177337586206897
Arbok,Victreebel,0.03133001379310345
Arbok,Butterfree,0.013349755172413793
Arbok,Kabutops,0.012561555172413792
Rhyhorn,Charizard,-0.033201999999999995
Rhyhorn,Exeggutor,-0.23379310000000003
Rhyhorn,Haunter,0.036798000000000004
Rhyhorn,Voltorb,0.039458099999999996
Rhyhorn,Articuno,0.1623153
Rhyhorn,Onix,0.2718719
Rhyhorn,Lapras,-0.13926110000000003
Rhyhorn,Venusaur,-0.05157640000000001
Rhyhorn,Nidoqueen,0.1066995
Rhyhorn,Meowth,0.0389163
Rhyhorn,Golem,0.15536950000000002
Rhyhorn,Pikachu,0.011970399999999999
Rhyhorn,Tauros,-0.3784729
Rhyhorn,Geodude,0.1994089
Rhyhorn,Graveler,0.23842359999999999
Rhyhorn,Kangaskhan,0.10768470000000001
Rhyhorn,Jolteon,0.04665019999999998
Rhyhorn,Pidgeot,0.054482800000000005
Rhyhorn,Alakazam,-0.17014780000000002
Rhyhorn,Hitmonlee,0.0212808
Rhyhorn,Gyarados,0.0330049
Rhyhorn,Cloyster,-0.031674900000000006
Rhyhorn,Scyther,0.028719200000000004
Rhyhorn,Aerodactyl,0.018867
Rhyhorn,Chansey,-0.298867
Rhyhorn,Sandslash,0.1125616
Rhyhorn,Dragonite,0.011428600000000006
Rhyhorn,Gengar,-0.28793100000000005
Rhyhorn,Rhydon,0.1961084
Rhyhorn,Zapdos,-0.22167489999999998
Rhyhorn,Machop,0.0399015
Rhyhorn,Squirtle,0.0361576
Rhyhorn,Snorlax,-0.4683251
Rhyhorn,Nidoking,0.0383251
Rhyhorn,Exeggcute,0.0395074
Primeape,Charizard,0.15665715492957746
Primeape,Exeggutor,-0.32365225492957744
Primeape,Ninetales,-0.008969692957746475
Primeape,Blastoise,0.08995417746478873
Primeape,Lickitung,0.0035939535211267602
Primeape,Flareon,-0.00453414647887324
Primeape,Lapras,-0.10179631126760563
Primeape,Vileplume,0.0007860535211267609
Primeape,Porygon,0.0016727535211267601
Primeape,Ditto,0.008712960563380282
Primeape,Electrode,-0.00040453239436619745
Primeape,Vaporeon,0.01092761408450704
Primeape,Beedrill,-0.0010858464788732407
Primeape,Slowbro,-0.11001043239436617
Primeape,Dragonite,-0.05702210422535211
Primeape,Onix,0.02004091408450704
Primeape,Hitmonchan,0.015067660563380283
Primeape,Kingler,0.007926907042253522
Primeape,Muk,0.020435014084507045
Primeape,Gengar,-0.06032536619718313
Primeape,Cloyster,-0.05533687183098593
Primeape,Electabuzz,0.002064807042253522
Primeape,Aerodactyl,-0.007048492957746482
Primeape,Moltres,-0.0016318394366197212
Primeape,Jynx,-0.10872543943661972
Primeape,Dewgong,0.010045107042253521
Primeape,Machamp,0.0073787676056338075
Primeape,Dodrio,0.09075485633802817
Primeape,Bulbasaur,0.03752442112676056
Primeape,Rapidash,0.03471662112676056
Primeape,Squirtle,0.03841112112676056
Primeape,Mr. Mime,0.024917814084507044
Primeape,Nidoking,0.10621242394366198
Primeape,Omastar,0.0013772535211267606
Primeape,Articuno,-0.016557939436619717
Primeape,Haunter,0.0038402535211267607
Primeape,Starmie,-0.23558736478873238
Primeape,Hypno,-0.006112492957746477
Primeape,Marowak,0.007040207042253521
Primeape,Venusaur,0.1056066985915493
Primeape,Alakazam,-0.22254216619718306
Primeape,Weezing,0.00797610704225352
Primeape,Raichu,0.03154724929577464
Primeape,Golem,0.08410189436619721
Primeape,Magmar,0.0026087535211267603
Primeape,Pikachu,0.05647744225352112
Primeape,Tauros,-0.3717123366197183
Primeape,Fearow,0.00452995352112676
Primeape,Charmeleon,0.02004306056338028
Primeape,Persian,0.0331811352112676
Primeape,Jolteon,-0.03842022253521128
Primeape,Pidgeot,0.023778574647887324
Primeape,Dugtrio,0.003195760563380281
Primeape,Hitmonlee,0.0024075605633802786
Primeape,Kangaskhan,0.008811460563380282
Primeape,Gyarados,-0.018826085915492955
Primeape,Staryu,0.00620485352112676
Primeape,Chansey,-0.3650641830985915
Primeape,Nidoqueen,0.007826260563380281
Primeape,Seadra,0.00300285352112676
Primeape,Poliwrath,0.03919512816901408
Primeape,Magneton,0.013836160563380282
Primeape,Rhydon,-0.16163807887323944
Primeape,Clefable,0.03697842816901408
Primeape,Golduck,0.007089407042253522
Primeape,empty,0.0
Primeape,Arcanine,0.039827242253521127
Primeape,Zapdos,-0.19829461830985917
Primeape,Snorlax,-0.19142369154929578
Primeape,Parasect,0.02127241408450704
Primeape,Butterfree,0.06308263521126761
Primeape,Kabutops,0.00595640704225352
Dugtrio,Charizard,-0.05759476485788114
Dugtrio,Exeggutor,-0.23213935322997414
Dugtrio,Ninetales,0.007953551937984499
Dugtrio,Blastoise,-0.0029598961240310086
Dugtrio,Arbok,-0.0037214206718346257
Dugtrio,Primeape,0.0014465379844961236
Dugtrio,Lapras,-0.0655660095607235
Dugtrio,Raticate,-0.0015047206718346252
Dugtrio,Porygon,-0.00020154134366925127
Dugtrio,Ditto,-0.004661862015503874
Dugtrio,Electrode,0.07032735245478036
Dugtrio,Vaporeon,0.006014413953488371
Dugtrio,Beedrill,-0.002960141343669252
Dugtrio,Slowbro,-0.05219844418604649
Dugtrio,Dragonite,-0.08138793746770025
Dugtrio,Flareon,0.01684737260981912
Dugtrio,Parasect,0.02152717260981912
Dugtrio,Seadra,0.02180039328165375
Dugtrio,Poliwag,0.0024361793281653748
Dugtrio,Vileplume,0.004079717312661498
Dugtrio,Gengar,-0.12121265374677005
Dugtrio,Cloyster,-0.05741133410852715
Dugtrio,Electabuzz,0.008652134625322999
Dugtrio,Aerodactyl,0.07705821447028423
Dugtrio,Moltres,-0.004670744702842382
Dugtrio,Jynx,-0.11951628268733851
Dugtrio,Dewgong,0.026968351937984497
Dugtrio,Machamp,-0.012328624031007748
Dugtrio,Sandslash,-0.002270441343669251
Dugtrio,Wigglytuff,-0.005888920671834626
Dugtrio,Zubat,0.0022391793281653746
Dugtrio,Golbat,0.017863934625323
Dugtrio,Pinsir,-0.0016032206718346249
Dugtrio,Nidoqueen,-0.00038060335917312654
Dugtrio,Nidoking,0.01258866589147287
Dugtrio,Omastar,0.009838875968992248
Dugtrio,Articuno,0.024330803875968993
Dugtrio,Magmar,0.005902417312661499
Dugtrio,Onix,0.012543734625322996
Dugtrio,Rapidash,0.00021503798449612376
Dugtrio,Starmie,0.08675495788113695
Dugtrio,Hypno,0.05473840051679587
Dugtrio,Poliwrath,0.013864851937984495
Dugtrio,Marowak,0.005875596640826874
Dugtrio,Venusaur,-0.03731283410852714
Dugtrio,Alakazam,-0.012111624289405726
Dugtrio,Tentacruel,0.0025750966408268714
Dugtrio,Raichu,0.018227017829457362
Dugtrio,Golem,-0.16845478940568476
Dugtrio,Zapdos,-0.1298919542635659
Dugtrio,Tauros,-0.10829202144702843
Dugtrio,Fearow,7.167932816537449e-05
Dugtrio,Graveler,0.0010075793281653746
Dugtrio,Persian,0.1152133803617571
Dugtrio,Jolteon,-0.043478998966408305
Dugtrio,Pidgeot,-0.01001332403100775
Dugtrio,Rattata,0.0019435793281653746
Dugtrio,Hitmonlee,0.05621620051679586
Dugtrio,Kangaskhan,0.03161234857881137
Dugtrio,Gyarados,0.12354753565891474
Dugtrio,Tangela,0.010873375968992249
Dugtrio,Scyther,0.01714297260981912
Dugtrio,Chansey,-0.250804984496124
Dugtrio,Venomoth,0.005508317312661498
Dugtrio,Kingler,0.014514234625322997
Dugtrio,Muk,-0.002566041343669251
Dugtrio,Magneton,-0.004706620671834625
Dugtrio,Rhydon,-0.11345232351421188
Dugtrio,Clefable,-0.001271744702842374
Dugtrio,Golduck,-0.0018271413436692502
Dugtrio,Arcanine,0.00958376589147287
Dugtrio,Dodrio,-0.00383334470284238
Dugtrio,Snorlax,-0.3920460302325581
Dugtrio,Victreebel,0.0019973932816537464
Dugtrio,Butterfree,-0.0021719413436692503
Dugtrio,Kabutops,0.04355148656330749
Omanyte,Charizard,0.446798
Omanyte,Vaporeon,0.5827586
Omanyte,Kadabra,0.5969951
Omanyte,Vulpix,0.3995567
Omanyte,Raichu,0.5329557
Omanyte,Onix,0.3918719
Omanyte,Farfetch'd,0.597931
Omanyte,Cubone,0.3997537
Omanyte,Kabuto,0.399803
Omanyte,Graveler,0.3984236
Ditto,Eevee,0.00189552676056338
Ditto,Exeggutor,-0.33421563521126757
Ditto,Ninetales,0.07905847605633803
Ditto,Arbok,0.0007368535211267604
Ditto,Kakuna,0.006943753521126761
Ditto,Primeape,0.004257980281690141
Ditto,Dewgong,0.00300285352112676
Ditto,Seel,0.0032255267605633803
Ditto,Bellsprout,0.0034226267605633803
Ditto,Vileplume,-0.0027350732394366196
Ditto,Tauros,-0.4350926183098591
Ditto,Cloyster,0.015085663380281677
Ditto,Scyther,-0.00423854647887324
Ditto,Aerodactyl,0.003514887323943659
Ditto,Jigglypuff,0.01319780704225352
Ditto,Moltres,0.03710055492957746
Ditto,Jynx,-0.11576769295774647
Ditto,Dragonite,0.16128775492957748
Ditto,Sandslash,-0.0003961464788732394
Ditto,Vulpix,0.00659895352112676
Ditto,Wigglytuff,0.00561160704225352
Ditto,Charmeleon,0.013000807042253522
Ditto,Bulbasaur,0.0023131535211267603
Ditto,Dodrio,-0.018400073239436623
Ditto,Gengar,0.05235069014084504
Ditto,Mr. Mime,0.00026992676056338005
Ditto,Magikarp,0.01319780704225352
Ditto,Articuno,0.039780088732394366
Ditto,Haunter,0.0038402535211267607
Ditto,Voltorb,0.0029792267605633803
Ditto,Starmie,-0.2813620126760563
Ditto,Hypno,-0.013154746478873238
Ditto,Gastly,0.00645115352112676
Ditto,Marowak,0.0035190802816901408
Ditto,Venusaur,0.028141909859154927
Ditto,Alakazam,-0.2859224478873239
Ditto,Tentacruel,-0.00330254647887324
Ditto,Weezing,0.00093385352112676
Ditto,Clefable,-0.005275092957746477
Ditto,Caterpie,0.0031763267605633802
Ditto,Golem,-0.10251782394366195
Ditto,Pikachu,0.03182955492957747
Ditto,Kangaskhan,0.005290333802816902
Ditto,Jolteon,-0.05602585633802819
Ditto,Gyarados,0.002300674647887327
Ditto,Charizard,0.07919236619718309
Ditto,Chansey,-0.3157684084507042
Ditto,Nidorina,0.0033733267605633803
Ditto,Blastoise,0.06530629014084506
Ditto,Muk,0.009871633802816901
Ditto,Golduck,4.715352112676077e-05
Ditto,empty,0.0
Ditto,Dugtrio,-0.00736761971830986
Ditto,Kabutops,0.0094775338028169
Ditto,Kadabra,0.0005162267605633806
Ditto,Lickitung,0.01063620704225352
Ditto,Onix,0.13271697042253522
Ditto,Lapras,0.021443125352112673
Ditto,Porygon,0.012236133802816901
Ditto,Abra,0.010120080281690142
Ditto,Electrode,0.006637721126760563
Ditto,Vaporeon,0.025012121126760562
Ditto,Beedrill,0.06933668873239436
Ditto,Flareon,0.006029233802816902
Ditto,Cubone,0.0032748267605633807
Ditto,Poliwrath,-0.013621773239436624
Ditto,Nidoking,-0.020548139436619716
Ditto,Electabuzz,0.037276074647887326
Ditto,Farfetch'd,0.0014521267605633803
Ditto,Dragonair,-0.0010601732394366198
Ditto,Machamp,-0.013747992957746475
Ditto,Raticate,0.0029535535211267605
Ditto,Rapidash,-0.0004946464788732392
Ditto,Hitmonlee,-0.011676946478873242
Ditto,Hitmonchan,0.018588787323943663
Ditto,Magmar,0.0026087535211267603
Ditto,Meowth,0.0024374267605633804
Ditto,Raichu,0.02802612253521126
Ditto,Metapod,0.006746653521126761
Ditto,Goldeen,0.006795953521126761
Ditto,Graveler,0.0019447267605633806
Ditto,Persian,-0.030199146478873243
Ditto,Charmander,0.0023388267605633805
Ditto,Pidgeot,0.0061729408450704225
Ditto,Slowbro,-0.11001043239436617
Ditto,Zapdos,-0.09266081549295775
Ditto,Growlithe,0.0029792267605633803
Ditto,Magneton,0.0032727802816901407
Ditto,Venomoth,-0.0013064732394366205
Ditto,Horsea,0.0029792267605633803
Ditto,Rhydon,-0.12642681126760563
Ditto,Omastar,-0.0021438732394366195
Ditto,Arcanine,0.008137101408450706
Ditto,Snorlax,-0.25832510000000003
Ditto,Victreebel,0.007847740845070424
Ditto,Butterfree,-0.00029764647887323955
Ditto,Exeggcute,0.010070780281690141
Tangela,Charizard,-0.059452000000000005
Tangela,Exeggutor,-0.2742097666666667
Tangela,Ninetales,0.06027913333333334
Tangela,Blastoise,0.03919126666666667
Tangela,Lickitung,0.0278017
Tangela,Snorlax,-0.16457509999999997
Tangela,NidoranF,0.010367366666666667
Tangela,Lapras,-0.043844433333333356
Tangela,Raticate,0.006327966666666667
Tangela,Porygon,0.23421383333333334
Tangela,Nidoqueen,-0.0028838333333333333
Tangela,Electrode,0.1831342
Tangela,Vaporeon,0.05567526666666667
Tangela,Beedrill,0.06478856666666667
Tangela,Dragonite,-0.03398806666666665
Tangela,Onix,0.002288566666666665
Tangela,Kingler,0.0250924
Tangela,Golem,-0.15254716666666668
Tangela,Pidgeotto,0.009234366666666667
Tangela,Gengar,-0.23418100000000006
Tangela,Cloyster,-0.05959156666666667
Tangela,Electabuzz,0.040063633333333334
Tangela,Moltres,0.02932473333333333
Tangela,Jynx,-0.09860220000000001
Tangela,Dewgong,0.0272106
Tangela,Machamp,-0.01741583333333333
Tangela,Sandslash,0.013394933333333333
Tangela,Parasect,0.12852006666666668
Tangela,Rapidash,0.04454643333333333
Tangela,Pinsir,0.006229466666666667
Tangela,Nidoking,0.020825100000000003
Tangela,Magmar,0.026816500000000004
Tangela,Starmie,0.048156766666666684
Tangela,Hypno,0.03188633333333333
Tangela,Marowak,0.0033723666666666667
Tangela,Venusaur,0.0021735999999999978
Tangela,Alakazam,-0.4276478000000001
Tangela,Tentacruel,0.16673853333333333
Tangela,Weezing,0.0251416
Tangela,Raichu,-0.004544300000000001
Tangela,Golbat,0.007608766666666667
Tangela,Machoke,0.020488533333333333
Tangela,Zapdos,-0.08459156666666663
Tangela,Tauros,-0.4463895666666667
Tangela,Fearow,0.007904366666666668
Tangela,Graveler,0.019256933333333334
Tangela,Mr. Mime,0.007165466666666666
Tangela,Jolteon,-0.037099800000000016
